@typescript-eslint/no-unused-vars | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\test\lane1-item6-enrollment-approval-race.e2e-spec.ts | 314 | 'inside' is assigned a value but never used.
@typescript-eslint/no-unused-vars | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\test\lane1-item6-enrollment-approval-race.e2e-spec.ts | 365 | 'period' is assigned a value but never used.
@typescript-eslint/no-unused-vars | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\test\lane1-item6-enrollment-approval-race.e2e-spec.ts | 65 | 'approvalService' is assigned a value but never used.
@typescript-eslint/no-unused-vars | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\test\lane1-item6-enrollment-approval-race.e2e-spec.ts | 69 | 'registrarService' is assigned a value but never used.
@typescript-eslint/no-unused-vars | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\test\late-enrollment-grading.e2e-spec.ts | 234 | 'label' is defined but never used.
@typescript-eslint/no-unused-vars | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\test\org-seeder.e2e-spec.ts | 9 | 'execSync' is defined but never used.
@typescript-eslint/require-await | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\src\modules\assessment\educator\assessment-educator.service.ts | 609 | Async method 'cancelPreview' has no 'await' expression.
@typescript-eslint/require-await | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\src\modules\assessment\educator\assessment-educator.service.ts | 613 | Async method 'onSubmissionFinished' has no 'await' expression.
@typescript-eslint/require-await | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\src\modules\assessment\educator\assessment-generation.helper.ts | 49 | Async method 'startGeneration' has no 'await' expression.
@typescript-eslint/require-await | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\src\modules\auth\admin-request-session.guard.ts | 20 | Async method 'canActivate' has no 'await' expression.
@typescript-eslint/require-await | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\src\modules\concern\digest\concern-digest.service.ts | 38 | Async method 'enqueueConcernDigest' has no 'await' expression.
@typescript-eslint/require-await | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\src\modules\dashboard\dashboard.repository.ts | 18 | Async method 'getStats' has no 'await' expression.
@typescript-eslint/require-await | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\src\modules\dashboard\dashboard.repository.ts | 36 | Async method 'getAcademicContext' has no 'await' expression.
@typescript-eslint/require-await | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\src\modules\dashboard\dashboard.repository.ts | 51 | Async method 'getAlerts' has no 'await' expression.
@typescript-eslint/require-await | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\src\modules\enrollment-portal\enrollment-session.guard.ts | 21 | Async method 'canActivate' has no 'await' expression.
@typescript-eslint/require-await | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\src\modules\grade-lock\__TEST__\grade-lock-proof.spec.ts | 94 | Async arrow function has no 'await' expression.
@typescript-eslint/require-await | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\src\modules\student\student.controller.ts | 80 | Async method 'getImportTemplate' has no 'await' expression.
@typescript-eslint/require-await | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\src\modules\subject-prerequisite\__TEST__\subject-prerequisite-proof.spec.ts | 23 | Async arrow function has no 'await' expression.
@typescript-eslint/require-await | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\src\modules\subject-prerequisite\__TEST__\subject-prerequisite-proof.spec.ts | 28 | Async arrow function has no 'await' expression.
@typescript-eslint/require-await | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\src\modules\subject-prerequisite\__TEST__\subject-prerequisite-proof.spec.ts | 31 | Async arrow function has no 'await' expression.
@typescript-eslint/require-await | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\test\org-seeder.e2e-spec.ts | 343 | Async arrow function has no 'await' expression.
@typescript-eslint/restrict-template-expressions | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\src\core\ai\ai.service.ts | 427 | Invalid type "unknown" of template literal expression.
prefer-const | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\src\seeds\playground-assessment-grading.ts | 113 | 'app' is never reassigned. Use 'const' instead.
prefer-const | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\src\seeds\playground-assessment-grading.ts | 116 | 'db' is never reassigned. Use 'const' instead.
prefer-const | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\test\late-enrollment-grading.e2e-spec.ts | 351 | 'subB1Id' is never reassigned. Use 'const' instead.
prefer-const | C:\Users\Windows 10\Desktop\Personal\Studies\Research\EduToolV4\backend\test\late-enrollment-grading.e2e-spec.ts | 352 | 'subP1Id' is never reassigned. Use 'const' instead.
